document_id,texte,classe,classe_id,gabarit_id,partition
DOC-1-1-4,Comment effectuer le règlement de la formalité pédagogique ?,paiement,1,1-1,train
DOC-1-1-5,Comment effectuer le règlement de mon espace fictif ?,paiement,1,1-1,train
DOC-1-1-6,Comment effectuer le règlement de la simulation numéro 12 ?,paiement,1,1-1,train
DOC-1-1-7,Comment effectuer le règlement de la demande de test ?,paiement,1,1-1,train
DOC-1-2-0,Je demande un échéancier pour le paiement de ma demande fictive.,paiement,1,1-2,train
DOC-1-2-1,Je demande un échéancier pour le paiement de la référence simulée.,paiement,1,1-2,train
DOC-1-2-2,Je demande un échéancier pour le paiement de mon dossier d’exercice.,paiement,1,1-2,train
DOC-1-2-3,Je demande un échéancier pour le paiement de le document de démonstration.,paiement,1,1-2,train
DOC-1-2-4,Je demande un échéancier pour le paiement de la formalité pédagogique.,paiement,1,1-2,train
DOC-1-2-5,Je demande un échéancier pour le paiement de mon espace fictif.,paiement,1,1-2,train
DOC-1-2-6,Je demande un échéancier pour le paiement de la simulation numéro 12.,paiement,1,1-2,train
DOC-1-2-7,Je demande un échéancier pour le paiement de la demande de test.,paiement,1,1-2,train
DOC-1-3-0,Le prélèvement concernant ma demande fictive semble rejeté.,paiement,1,1-3,train
DOC-1-3-1,Le prélèvement concernant la référence simulée semble rejeté.,paiement,1,1-3,train
DOC-1-3-2,Le prélèvement concernant mon dossier d’exercice semble rejeté.,paiement,1,1-3,train
DOC-1-3-3,Le prélèvement concernant le document de démonstration semble rejeté.,paiement,1,1-3,train
DOC-1-3-4,Le prélèvement concernant la formalité pédagogique semble rejeté.,paiement,1,1-3,train
DOC-1-3-5,Le prélèvement concernant mon espace fictif semble rejeté.,paiement,1,1-3,train
DOC-1-3-6,Le prélèvement concernant la simulation numéro 12 semble rejeté.,paiement,1,1-3,train
DOC-1-3-7,Le prélèvement concernant la demande de test semble rejeté.,paiement,1,1-3,train
DOC-1-4-0,Merci de confirmer la réception du virement de ma demande fictive.,paiement,1,1-4,train
DOC-1-4-1,Merci de confirmer la réception du virement de la référence simulée.,paiement,1,1-4,train
DOC-1-4-2,Merci de confirmer la réception du virement de mon dossier d’exercice.,paiement,1,1-4,train
DOC-1-4-3,Merci de confirmer la réception du virement de le document de démonstration.,paiement,1,1-4,train
DOC-1-4-4,Merci de confirmer la réception du virement de la formalité pédagogique.,paiement,1,1-4,train
DOC-1-4-5,Merci de confirmer la réception du virement de mon espace fictif.,paiement,1,1-4,train
DOC-1-4-6,Merci de confirmer la réception du virement de la simulation numéro 12.,paiement,1,1-4,train
DOC-1-4-7,Merci de confirmer la réception du virement de la demande de test.,paiement,1,1-4,train
DOC-1-5-0,Je veux solder la somme liée à ma demande fictive.,paiement,1,1-5,train
DOC-1-5-1,Je veux solder la somme liée à la référence simulée.,paiement,1,1-5,train
DOC-1-5-2,Je veux solder la somme liée à mon dossier d’exercice.,paiement,1,1-5,train
DOC-1-5-3,Je veux solder la somme liée à le document de démonstration.,paiement,1,1-5,train
DOC-1-5-4,Je veux solder la somme liée à la formalité pédagogique.,paiement,1,1-5,train
DOC-1-5-5,Je veux solder la somme liée à mon espace fictif.,paiement,1,1-5,train
DOC-1-5-6,Je veux solder la somme liée à la simulation numéro 12.,paiement,1,1-5,train
DOC-1-5-7,Je veux solder la somme liée à la demande de test.,paiement,1,1-5,train
DOC-1-6-0,Pouvez-vous fournir un justificatif de règlement pour ma demande fictive ?,paiement,1,1-6,train
DOC-1-6-1,Pouvez-vous fournir un justificatif de règlement pour la référence simulée ?,paiement,1,1-6,train
DOC-1-6-2,Pouvez-vous fournir un justificatif de règlement pour mon dossier d’exercice ?,paiement,1,1-6,train
DOC-1-6-3,Pouvez-vous fournir un justificatif de règlement pour le document de démonstration ?,paiement,1,1-6,train
DOC-1-6-4,Pouvez-vous fournir un justificatif de règlement pour la formalité pédagogique ?,paiement,1,1-6,train
DOC-1-6-5,Pouvez-vous fournir un justificatif de règlement pour mon espace fictif ?,paiement,1,1-6,train
DOC-1-6-6,Pouvez-vous fournir un justificatif de règlement pour la simulation numéro 12 ?,paiement,1,1-6,train
DOC-1-6-7,Pouvez-vous fournir un justificatif de règlement pour la demande de test ?,paiement,1,1-6,train
DOC-1-7-0,Je rencontre un problème de carte au paiement de ma demande fictive.,paiement,1,1-7,train
DOC-1-7-1,Je rencontre un problème de carte au paiement de la référence simulée.,paiement,1,1-7,train
DOC-1-7-2,Je rencontre un problème de carte au paiement de mon dossier d’exercice.,paiement,1,1-7,train
DOC-1-7-3,Je rencontre un problème de carte au paiement de le document de démonstration.,paiement,1,1-7,train
DOC-1-7-4,Je rencontre un problème de carte au paiement de la formalité pédagogique.,paiement,1,1-7,train
DOC-1-7-5,Je rencontre un problème de carte au paiement de mon espace fictif.,paiement,1,1-7,train
DOC-1-7-6,Je rencontre un problème de carte au paiement de la simulation numéro 12.,paiement,1,1-7,train
DOC-1-7-7,Je rencontre un problème de carte au paiement de la demande de test.,paiement,1,1-7,train
DOC-1-8-0,Le débit lié à ma demande fictive apparaît deux fois.,paiement,1,1-8,validation
DOC-1-8-1,Le débit lié à la référence simulée apparaît deux fois.,paiement,1,1-8,validation
DOC-1-8-2,Le débit lié à mon dossier d’exercice apparaît deux fois.,paiement,1,1-8,validation
DOC-1-8-3,Le débit lié à le document de démonstration apparaît deux fois.,paiement,1,1-8,validation
DOC-1-8-4,Le débit lié à la formalité pédagogique apparaît deux fois.,paiement,1,1-8,validation
DOC-1-8-5,Le débit lié à mon espace fictif apparaît deux fois.,paiement,1,1-8,validation
DOC-1-8-6,Le débit lié à la simulation numéro 12 apparaît deux fois.,paiement,1,1-8,validation
DOC-1-8-7,Le débit lié à la demande de test apparaît deux fois.,paiement,1,1-8,validation
DOC-1-9-0,Je souhaite étaler le règlement de ma demande fictive.,paiement,1,1-9,validation
DOC-1-9-1,Je souhaite étaler le règlement de la référence simulée.,paiement,1,1-9,validation
DOC-1-9-2,Je souhaite étaler le règlement de mon dossier d’exercice.,paiement,1,1-9,validation
DOC-1-9-3,Je souhaite étaler le règlement de le document de démonstration.,paiement,1,1-9,validation
DOC-1-9-4,Je souhaite étaler le règlement de la formalité pédagogique.,paiement,1,1-9,validation
DOC-1-9-5,Je souhaite étaler le règlement de mon espace fictif.,paiement,1,1-9,validation
DOC-1-9-6,Je souhaite étaler le règlement de la simulation numéro 12.,paiement,1,1-9,validation
DOC-1-9-7,Je souhaite étaler le règlement de la demande de test.,paiement,1,1-9,validation
DOC-1-10-0,Mon versement relatif à ma demande fictive reste en attente.,paiement,1,1-10,test
DOC-1-10-1,Mon versement relatif à la référence simulée reste en attente.,paiement,1,1-10,test
DOC-1-10-2,Mon versement relatif à mon dossier d’exercice reste en attente.,paiement,1,1-10,test
DOC-1-10-3,Mon versement relatif à le document de démonstration reste en attente.,paiement,1,1-10,test
DOC-1-10-4,Mon versement relatif à la formalité pédagogique reste en attente.,paiement,1,1-10,test
DOC-1-10-5,Mon versement relatif à mon espace fictif reste en attente.,paiement,1,1-10,test
DOC-1-10-6,Mon versement relatif à la simulation numéro 12 reste en attente.,paiement,1,1-10,test
DOC-1-10-7,Mon versement relatif à la demande de test reste en attente.,paiement,1,1-10,test
DOC-1-11-0,Merci de m’indiquer les coordonnées pour payer ma demande fictive.,paiement,1,1-11,test
DOC-1-11-1,Merci de m’indiquer les coordonnées pour payer la référence simulée.,paiement,1,1-11,test
DOC-1-11-2,Merci de m’indiquer les coordonnées pour payer mon dossier d’exercice.,paiement,1,1-11,test
DOC-1-11-3,Merci de m’indiquer les coordonnées pour payer le document de démonstration.,paiement,1,1-11,test
DOC-1-11-4,Merci de m’indiquer les coordonnées pour payer la formalité pédagogique.,paiement,1,1-11,test
DOC-1-11-5,Merci de m’indiquer les coordonnées pour payer mon espace fictif.,paiement,1,1-11,test
DOC-1-11-6,Merci de m’indiquer les coordonnées pour payer la simulation numéro 12.,paiement,1,1-11,test
DOC-1-11-7,Merci de m’indiquer les coordonnées pour payer la demande de test.,paiement,1,1-11,test
DOC-2-0-0,Je souhaite prendre rendez-vous pour ma demande fictive.,rendez_vous,2,2-0,train
DOC-2-0-1,Je souhaite prendre rendez-vous pour la référence simulée.,rendez_vous,2,2-0,train
DOC-2-0-2,Je souhaite prendre rendez-vous pour mon dossier d’exercice.,rendez_vous,2,2-0,train
DOC-2-0-3,Je souhaite prendre rendez-vous pour le document de démonstration.,rendez_vous,2,2-0,train
DOC-2-0-4,Je souhaite prendre rendez-vous pour la formalité pédagogique.,rendez_vous,2,2-0,train
DOC-2-0-5,Je souhaite prendre rendez-vous pour mon espace fictif.,rendez_vous,2,2-0,train
DOC-2-0-6,Je souhaite prendre rendez-vous pour la simulation numéro 12.,rendez_vous,2,2-0,train
DOC-2-0-7,Je souhaite prendre rendez-vous pour la demande de test.,rendez_vous,2,2-0,train
DOC-2-1-0,Pouvez-vous réserver un créneau afin de discuter de ma demande fictive ?,rendez_vous,2,2-1,train
DOC-2-1-1,Pouvez-vous réserver un créneau afin de discuter de la référence simulée ?,rendez_vous,2,2-1,train
DOC-2-1-2,Pouvez-vous réserver un créneau afin de discuter de mon dossier d’exercice ?,rendez_vous,2,2-1,train
DOC-2-1-3,Pouvez-vous réserver un créneau afin de discuter de le document de démonstration ?,rendez_vous,2,2-1,train
DOC-2-1-4,Pouvez-vous réserver un créneau afin de discuter de la formalité pédagogique ?,rendez_vous,2,2-1,train
DOC-2-1-5,Pouvez-vous réserver un créneau afin de discuter de mon espace fictif ?,rendez_vous,2,2-1,train
DOC-2-1-6,Pouvez-vous réserver un créneau afin de discuter de la simulation numéro 12 ?,rendez_vous,2,2-1,train
DOC-2-1-7,Pouvez-vous réserver un créneau afin de discuter de la demande de test ?,rendez_vous,2,2-1,train
DOC-2-2-0,Je dois déplacer mon rendez-vous concernant ma demande fictive.,rendez_vous,2,2-2,train
DOC-2-2-1,Je dois déplacer mon rendez-vous concernant la référence simulée.,rendez_vous,2,2-2,train
DOC-2-2-2,Je dois déplacer mon rendez-vous concernant mon dossier d’exercice.,rendez_vous,2,2-2,train
DOC-2-2-3,Je dois déplacer mon rendez-vous concernant le document de démonstration.,rendez_vous,2,2-2,train
DOC-2-2-4,Je dois déplacer mon rendez-vous concernant la formalité pédagogique.,rendez_vous,2,2-2,train
DOC-2-2-5,Je dois déplacer mon rendez-vous concernant mon espace fictif.,rendez_vous,2,2-2,train
DOC-2-2-6,Je dois déplacer mon rendez-vous concernant la simulation numéro 12.,rendez_vous,2,2-2,train
DOC-2-2-7,Je dois déplacer mon rendez-vous concernant la demande de test.,rendez_vous,2,2-2,train
DOC-2-3-0,Merci de proposer une date d’entretien pour ma demande fictive.,rendez_vous,2,2-3,train
DOC-2-3-1,Merci de proposer une date d’entretien pour la référence simulée.,rendez_vous,2,2-3,train
DOC-2-3-2,Merci de proposer une date d’entretien pour mon dossier d’exercice.,rendez_vous,2,2-3,train
DOC-2-3-3,Merci de proposer une date d’entretien pour le document de démonstration.,rendez_vous,2,2-3,train
DOC-2-3-4,Merci de proposer une date d’entretien pour la formalité pédagogique.,rendez_vous,2,2-3,train
DOC-2-3-5,Merci de proposer une date d’entretien pour mon espace fictif.,rendez_vous,2,2-3,train
DOC-2-3-6,Merci de proposer une date d’entretien pour la simulation numéro 12.,rendez_vous,2,2-3,train
DOC-2-3-7,Merci de proposer une date d’entretien pour la demande de test.,rendez_vous,2,2-3,train
DOC-2-4-0,Je demande une rencontre avec un conseiller au sujet de ma demande fictive.,rendez_vous,2,2-4,train
DOC-2-4-1,Je demande une rencontre avec un conseiller au sujet de la référence simulée.,rendez_vous,2,2-4,train
DOC-2-4-2,Je demande une rencontre avec un conseiller au sujet de mon dossier d’exercice.,rendez_vous,2,2-4,train
DOC-2-4-3,Je demande une rencontre avec un conseiller au sujet de le document de démonstration.,rendez_vous,2,2-4,train
DOC-2-4-4,Je demande une rencontre avec un conseiller au sujet de la formalité pédagogique.,rendez_vous,2,2-4,train
DOC-2-4-5,Je demande une rencontre avec un conseiller au sujet de mon espace fictif.,rendez_vous,2,2-4,train
DOC-2-4-6,Je demande une rencontre avec un conseiller au sujet de la simulation numéro 12.,rendez_vous,2,2-4,train
DOC-2-4-7,Je demande une rencontre avec un conseiller au sujet de la demande de test.,rendez_vous,2,2-4,train
DOC-2-5-0,Le créneau réservé pour ma demande fictive ne me convient plus.,rendez_vous,2,2-5,train
DOC-2-5-1,Le créneau réservé pour la référence simulée ne me convient plus.,rendez_vous,2,2-5,train
DOC-2-5-2,Le créneau réservé pour mon dossier d’exercice ne me convient plus.,rendez_vous,2,2-5,train
DOC-2-5-3,Le créneau réservé pour le document de démonstration ne me convient plus.,rendez_vous,2,2-5,train
DOC-2-5-4,Le créneau réservé pour la formalité pédagogique ne me convient plus.,rendez_vous,2,2-5,train
DOC-2-5-5,Le créneau réservé pour mon espace fictif ne me convient plus.,rendez_vous,2,2-5,train
DOC-2-5-6,Le créneau réservé pour la simulation numéro 12 ne me convient plus.,rendez_vous,2,2-5,train
DOC-2-5-7,Le créneau réservé pour la demande de test ne me convient plus.,rendez_vous,2,2-5,train
DOC-2-6-0,Peut-on organiser un appel de conseil pour ma demande fictive ?,rendez_vous,2,2-6,train
DOC-2-6-1,Peut-on organiser un appel de conseil pour la référence simulée ?,rendez_vous,2,2-6,train
DOC-2-6-2,Peut-on organiser un appel de conseil pour mon dossier d’exercice ?,rendez_vous,2,2-6,train
DOC-2-6-3,Peut-on organiser un appel de conseil pour le document de démonstration ?,rendez_vous,2,2-6,train
DOC-2-6-4,Peut-on organiser un appel de conseil pour la formalité pédagogique ?,rendez_vous,2,2-6,train
DOC-2-6-5,Peut-on organiser un appel de conseil pour mon espace fictif ?,rendez_vous,2,2-6,train
DOC-2-6-6,Peut-on organiser un appel de conseil pour la simulation numéro 12 ?,rendez_vous,2,2-6,train
DOC-2-6-7,Peut-on organiser un appel de conseil pour la demande de test ?,rendez_vous,2,2-6,train
DOC-2-7-0,Je souhaite annuler mon entretien lié à ma demande fictive.,rendez_vous,2,2-7,train
DOC-2-7-1,Je souhaite annuler mon entretien lié à la référence simulée.,rendez_vous,2,2-7,train
DOC-2-7-2,Je souhaite annuler mon entretien lié à mon dossier d’exercice.,rendez_vous,2,2-7,train
DOC-2-7-3,Je souhaite annuler mon entretien lié à le document de démonstration.,rendez_vous,2,2-7,train
DOC-2-7-4,Je souhaite annuler mon entretien lié à la formalité pédagogique.,rendez_vous,2,2-7,train
DOC-2-7-5,Je souhaite annuler mon entretien lié à mon espace fictif.,rendez_vous,2,2-7,train
DOC-2-7-6,Je souhaite annuler mon entretien lié à la simulation numéro 12.,rendez_vous,2,2-7,train
DOC-2-7-7,Je souhaite annuler mon entretien lié à la demande de test.,rendez_vous,2,2-7,train
DOC-2-8-0,Quelle disponibilité pour un rendez-vous sur ma demande fictive ?,rendez_vous,2,2-8,validation
DOC-2-8-1,Quelle disponibilité pour un rendez-vous sur la référence simulée ?,rendez_vous,2,2-8,validation
DOC-2-8-2,Quelle disponibilité pour un rendez-vous sur mon dossier d’exercice ?,rendez_vous,2,2-8,validation
DOC-2-8-3,Quelle disponibilité pour un rendez-vous sur le document de démonstration ?,rendez_vous,2,2-8,validation
DOC-2-8-4,Quelle disponibilité pour un rendez-vous sur la formalité pédagogique ?,rendez_vous,2,2-8,validation
DOC-2-8-5,Quelle disponibilité pour un rendez-vous sur mon espace fictif ?,rendez_vous,2,2-8,validation
DOC-2-8-6,Quelle disponibilité pour un rendez-vous sur la simulation numéro 12 ?,rendez_vous,2,2-8,validation
DOC-2-8-7,Quelle disponibilité pour un rendez-vous sur la demande de test ?,rendez_vous,2,2-8,validation
DOC-2-9-0,J’aimerais fixer une heure de rencontre pour ma demande fictive.,rendez_vous,2,2-9,validation
DOC-2-9-1,J’aimerais fixer une heure de rencontre pour la référence simulée.,rendez_vous,2,2-9,validation
DOC-2-9-2,J’aimerais fixer une heure de rencontre pour mon dossier d’exercice.,rendez_vous,2,2-9,validation
DOC-2-9-3,J’aimerais fixer une heure de rencontre pour le document de démonstration.,rendez_vous,2,2-9,validation
DOC-2-9-4,J’aimerais fixer une heure de rencontre pour la formalité pédagogique.,rendez_vous,2,2-9,validation
DOC-2-9-5,J’aimerais fixer une heure de rencontre pour mon espace fictif.,rendez_vous,2,2-9,validation
DOC-2-9-6,J’aimerais fixer une heure de rencontre pour la simulation numéro 12.,rendez_vous,2,2-9,validation
DOC-2-9-7,J’aimerais fixer une heure de rencontre pour la demande de test.,rendez_vous,2,2-9,validation
DOC-2-10-0,Merci de confirmer la date de mon rendez-vous pour ma demande fictive.,rendez_vous,2,2-10,test
DOC-2-10-1,Merci de confirmer la date de mon rendez-vous pour la référence simulée.,rendez_vous,2,2-10,test
DOC-2-10-2,Merci de confirmer la date de mon rendez-vous pour mon dossier d’exercice.,rendez_vous,2,2-10,test
DOC-2-10-3,Merci de confirmer la date de mon rendez-vous pour le document de démonstration.,rendez_vous,2,2-10,test
DOC-2-10-4,Merci de confirmer la date de mon rendez-vous pour la formalité pédagogique.,rendez_vous,2,2-10,test
DOC-2-10-5,Merci de confirmer la date de mon rendez-vous pour mon espace fictif.,rendez_vous,2,2-10,test
DOC-2-10-6,Merci de confirmer la date de mon rendez-vous pour la simulation numéro 12.,rendez_vous,2,2-10,test
DOC-2-10-7,Merci de confirmer la date de mon rendez-vous pour la demande de test.,rendez_vous,2,2-10,test
DOC-2-11-0,Je recherche un créneau d’accueil pour ma demande fictive.,rendez_vous,2,2-11,test
DOC-2-11-1,Je recherche un créneau d’accueil pour la référence simulée.,rendez_vous,2,2-11,test
DOC-2-11-2,Je recherche un créneau d’accueil pour mon dossier d’exercice.,rendez_vous,2,2-11,test
DOC-2-11-3,Je recherche un créneau d’accueil pour le document de démonstration.,rendez_vous,2,2-11,test
DOC-2-11-4,Je recherche un créneau d’accueil pour la formalité pédagogique.,rendez_vous,2,2-11,test
DOC-2-11-5,Je recherche un créneau d’accueil pour mon espace fictif.,rendez_vous,2,2-11,test
DOC-2-11-6,Je recherche un créneau d’accueil pour la simulation numéro 12.,rendez_vous,2,2-11,test
DOC-2-11-7,Je recherche un créneau d’accueil pour la demande de test.,rendez_vous,2,2-11,test
